北京电信226,#genre#
贵州卫视,http://guany.myds.me:25852/rtp/233.50.201.142:5140
河北卫视,http://guany.myds.me:25852/rtp/233.50.201.140:5140
河南卫视,http://guany.myds.me:25852/rtp/233.50.201.144:5140
黑龙江卫视,http://guany.myds.me:25852/rtp/233.50.201.115:5140
湖北卫视,http://guany.myds.me:25852/rtp/233.50.201.114:5140
湖南卫视,http://guany.myds.me:25852/rtp/233.50.201.103:5140
江苏卫视,http://guany.myds.me:25852/rtp/233.50.201.106:5140
江西卫视,http://guany.myds.me:25852/rtp/233.50.201.145:5140
辽宁卫视,http://guany.myds.me:25852/rtp/233.50.201.141:5140
山东卫视,http://guany.myds.me:25852/rtp/233.50.201.105:5140
深圳卫视,http://guany.myds.me:25852/rtp/233.50.201.101:5140
四川卫视,http://guany.myds.me:25852/rtp/233.50.201.139:5140
天津卫视,http://guany.myds.me:25852/rtp/233.50.201.104:5140
浙江卫视,http://guany.myds.me:25852/rtp/233.50.201.100:5140
重庆卫视,http://guany.myds.me:25852/rtp/233.50.201.143:5140

重庆电信112,#genre#
安徽卫视,http://125.80.152.112:7788/rtp/235.254.198.65:1536
北京卫视,http://125.80.152.112:7788/rtp/235.254.198.66:1540
东方卫视,http://125.80.152.112:7788/rtp/235.254.198.73:1568
广东卫视,http://125.80.152.112:7788/rtp/235.254.196.204:1088
贵州卫视,http://125.80.152.112:7788/rtp/235.254.198.185:7980
河北卫视,http://125.80.152.112:7788/rtp/235.254.198.184:7980
黑龙江卫视,http://125.80.152.112:7788/rtp/235.254.198.70:1556
湖北卫视,http://125.80.152.112:7788/rtp/235.254.198.72:1564
湖南卫视,http://125.80.152.112:7788/rtp/235.254.198.62:1524
江苏卫视,http://125.80.152.112:7788/rtp/235.254.198.64:1532
辽宁卫视,http://125.80.152.112:7788/rtp/235.254.198.68:1548
山东卫视,http://125.80.152.112:7788/rtp/235.254.198.69:1552
深圳卫视,http://125.80.152.112:7788/rtp/235.254.198.71:1560
天津卫视,http://125.80.152.112:7788/rtp/235.254.198.67:1544
浙江卫视,http://125.80.152.112:7788/rtp/235.254.198.63:1528
重庆卫视,http://125.80.152.112:7788/rtp/235.254.196.249:1268

重庆联通dddmmh,#genre#
CETV早期教育,http://n1.dddmmh.space:8088/udp/225.0.4.227:7980
安徽卫视,http://n1.dddmmh.space:8088/udp/225.0.4.133:7980
北京卫视,http://n1.dddmmh.space:8088/udp/225.0.4.78:7980
东方卫视,http://n1.dddmmh.space:8088/udp/225.0.4.80:7980
广东卫视,http://n1.dddmmh.space:8088/udp/225.0.4.84:7980
贵州卫视,http://n1.dddmmh.space:8088/udp/225.0.4.175:7980
河北卫视,http://n1.dddmmh.space:8088/udp/225.0.4.174:7980
黑龙江卫视,http://n1.dddmmh.space:8088/udp/225.0.4.201:7980
湖北卫视,http://n1.dddmmh.space:8088/udp/225.0.4.217:7980
湖南卫视,http://n1.dddmmh.space:8088/udp/225.0.4.75:7980
江苏卫视,http://n1.dddmmh.space:8088/udp/225.0.4.79:7980
辽宁卫视,http://n1.dddmmh.space:8088/udp/225.0.4.98:7980
山东卫视,http://n1.dddmmh.space:8088/udp/225.0.4.199:7980
深圳卫视,http://n1.dddmmh.space:8088/udp/225.0.4.202:7980
天津卫视,http://n1.dddmmh.space:8088/udp/225.0.4.82:7980
浙江卫视,http://n1.dddmmh.space:8088/udp/225.0.4.81:7980
重庆卫视,http://n1.dddmmh.space:8088/udp/225.0.4.187:7980
