北京电信226,#genre#
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

湖北电信myds,#genre#
CCTV1,http://www.hiliu.myds.me:8088/rtp/239.254.96.96:8550
CCTV2,http://www.hiliu.myds.me:8088/rtp/239.69.1.102:10250
CCTV3,http://www.hiliu.myds.me:8088/rtp/239.69.1.122:10370
CCTV4,http://www.hiliu.myds.me:8088/rtp/239.69.1.138:10466
CCTV5,http://www.hiliu.myds.me:8088/rtp/239.69.1.123:10376
CCTV5,http://www.hiliu.myds.me:8088/rtp/239.69.1.13:9718
CCTV5+,http://www.hiliu.myds.me:8088/rtp/239.254.96.234:9484
CCTV6,http://www.hiliu.myds.me:8088/rtp/239.69.1.124:10382
CCTV7,http://www.hiliu.myds.me:8088/rtp/239.69.1.103:10256
CCTV8,http://www.hiliu.myds.me:8088/rtp/239.69.1.125:10388
CCTV9,http://www.hiliu.myds.me:8088/rtp/239.69.1.104:10262
CCTV10,http://www.hiliu.myds.me:8088/rtp/239.69.1.105:10268
CCTV11,http://www.hiliu.myds.me:8088/rtp/239.69.1.154:10560
CCTV12,http://www.hiliu.myds.me:8088/rtp/239.69.1.106:10274
CCTV13,http://www.hiliu.myds.me:8088/rtp/239.254.96.161:9040
CCTV14,http://www.hiliu.myds.me:8088/rtp/239.69.1.107:10280
CCTV15,http://www.hiliu.myds.me:8088/rtp/239.69.1.155:10566
CCTV16,http://www.hiliu.myds.me:8088/rtp/239.69.1.247:11124
CCTV164K,http://www.hiliu.myds.me:8088/rtp/239.69.1.249:11136
CCTV17,http://www.hiliu.myds.me:8088/rtp/239.69.1.152:10548
CCTV4K,http://www.hiliu.myds.me:8088/rtp/239.69.1.12:9712
CCTV4欧洲,http://www.hiliu.myds.me:8088/rtp/239.69.1.231:11028
CCTV4美洲,http://www.hiliu.myds.me:8088/rtp/239.69.1.232:11034
CGTNDocumentary,http://www.hiliu.myds.me:8088/rtp/239.69.1.233:11040
CGTNEspañol,http://www.hiliu.myds.me:8088/rtp/239.69.1.234:11046
CGTNFrançais,http://www.hiliu.myds.me:8088/rtp/239.69.1.235:11052
CCTV第一剧场,http://www.hiliu.myds.me:8088/rtp/239.69.1.74:10084
CCTV兵器科技,http://www.hiliu.myds.me:8088/rtp/239.69.1.79:10114
